normalized_title	count	classification	recording_ids	titles	song_ids	group_ids	performer_ids	source_ids
traicionera	2	possible_true_duplicate_same_entity	REC005029|REC005692	Traicionera|Traicionera	SONG003788|SONG003788	|	|	SRC0001|SRC0002
tratare de olvidar	2	likely_legitimate_same_title_different_artist	REC005039|REC005040	Tratare De Olvidar|Tratare De Olvidar	SONG003796|SONG003796	|GRP0189	PER000130|	SRC0001|SRC0001
tres piedras	2	possible_true_duplicate_same_entity	REC005060|REC005061	Tres Piedras|Tres Piedras	SONG003806|SONG003806	GRP0169|GRP0169	|	SRC0001|SRC0001
tres recuerdos	2	possible_true_duplicate_same_entity	REC005063|REC005064	Tres Recuerdos|Tres Recuerdos	SONG003808|SONG003808	|	PER000023|PER000023	SRC0001|SRC0001
tristeza	2	likely_legitimate_same_title_different_artist	REC005071|REC005072	Tristeza|Tristeza	SONG003815|SONG003815	|GRP0115	PER000077|	SRC0001|SRC0001
tu	2	likely_legitimate_same_title_different_artist	REC005080|REC005081	Tu|Tu	SONG003823|SONG003823	|GRP0106	PER000246|	SRC0001|SRC0001
tu amor y mi amor	2	possible_true_duplicate_same_entity	REC005084|REC005085	Tu Amor Y Mi Amor|Tu Amor Y Mi Amor	SONG003826|SONG003826	|	PER000225|PER000225	SRC0001|SRC0001
tu castigo	2	likely_legitimate_same_title_different_artist	REC005088|REC005089	Tu Castigo|Tu Castigo	SONG003829|SONG003829	|	PER000273|PER000225	SRC0001|SRC0001
tu lugar vacio	2	possible_true_duplicate_same_entity	REC005099|REC005100	Tu Lugar Vacio|Tu Lugar Vacio	SONG003836|SONG003836	|	PER000225|PER000225	SRC0001|SRC0001
tu me haces falta	2	likely_legitimate_same_title_different_artist	REC005102|REC005103	Tu Me Haces Falta|Tu Me Haces Falta	SONG003838|SONG003838	|	PER000226|PER000107	SRC0001|SRC0001
tu que dijiste	2	possible_true_duplicate_same_entity	REC005114|REC005115	Tu Que Dijiste|Tu Que Dijiste	SONG003849|SONG003849	|	|	SRC0001|SRC0001
tu recuerdo y yo	2	possible_true_duplicate_same_entity	REC005116|REC005117	Tu Recuerdo Y Yo|Tu Recuerdo Y Yo	SONG003850|SONG003850	|	PER000225|PER000225	SRC0001|SRC0001
tu vida y mi vida	2	possible_true_duplicate_same_entity	REC005125|REC005126	Tu Vida Y Mi Vida|Tu Vida Y Mi Vida	SONG003858|SONG003858	|	PER000225|PER000225	SRC0001|SRC0001
tu ya no me quieres	2	possible_true_duplicate_same_entity	REC005135|REC005136	Tu, Ya No Me Quieres|Tu, Ya No Me Quieres	SONG003865|SONG003865	|	PER000149|PER000149	SRC0001|SRC0001
tu que mas quieres	2	possible_true_duplicate_same_entity	REC005146|REC005147	Tú Que Mas Quieres|Tú Que Mas Quieres	SONG003875|SONG003875	|	PER000225|PER000225	SRC0001|SRC0001
ultimo deseo	2	possible_true_duplicate_same_entity	REC005157|REC005158	Ultimo Deseo|Ultimo Deseo	SONG003883|SONG003883	|	PER000225|PER000225	SRC0001|SRC0001
un compromiso	2	possible_true_duplicate_same_entity	REC005166|REC005167	Un Compromiso|Un Compromiso	SONG003891|SONG003891	|	PER000127|PER000127	SRC0001|SRC0001
un corazon olvidado	2	likely_legitimate_same_title_different_artist	REC005170|REC005171	Un Corazon Olvidado|Un Corazon Olvidado	SONG003894|SONG003894	|	PER000117|PER000107	SRC0001|SRC0001
un jarrito	2	possible_true_duplicate_same_entity	REC005177|REC005178	Un Jarrito|Un Jarrito	SONG003900|SONG003900	|	PER000149|PER000149	SRC0001|SRC0001
un mundo raro	2	possible_true_duplicate_same_entity	REC005185|REC005186	Un Mundo Raro|Un Mundo Raro	SONG003907|SONG003907	|	PER000225|PER000225	SRC0001|SRC0001
un viejo amor	2	likely_legitimate_same_title_different_artist	REC005198|REC005199	Un Viejo Amor|Un Viejo Amor	SONG003919|SONG003919	GRP0183|	|PER000053	SRC0001|SRC0001
una luna para ti	2	possible_true_duplicate_same_entity	REC005208|REC005209	Una Luna Para Ti|Una Luna Para Ti	SONG003928|SONG003928	|	PER000149|PER000149	SRC0001|SRC0001
una sola caida	2	likely_legitimate_same_title_different_artist	REC005218|REC005219	Una Sola Caida|Una Sola Caida	SONG003937|SONG003937	|	PER000139|PER000161	SRC0001|SRC0001
una telegrama	2	likely_legitimate_same_title_different_artist	REC005220|REC005221	Una Telegrama|Una Telegrama	SONG003938|SONG003938	|	PER000186|PER000195	SRC0001|SRC0001
una traicion	2	likely_legitimate_same_title_different_artist	REC005222|REC005223	Una Traicion|Una Traicion	SONG003939|SONG003939	|	PER000094|PER000107	SRC0001|SRC0001
usted	2	likely_legitimate_same_title_different_artist	REC005230|REC005231	Usted|Usted	SONG003946|SONG003946	|	PER000061|PER000075	SRC0001|SRC0001
vale sombrilla	2	possible_true_duplicate_same_entity	REC005236|REC005237	Vale Sombrilla|Vale Sombrilla	SONG003951|SONG003951	|	PER000031|PER000031	SRC0001|SRC0001
vas a ver	2	likely_legitimate_same_title_different_artist	REC005255|REC005256	Vas A Ver|Vas A Ver	SONG003966|SONG003966	|GRP0126	PER000070|	SRC0001|SRC0001
vas conmigo	2	possible_true_duplicate_same_entity	REC005257|REC005258	Vas Conmigo|Vas Conmigo	SONG003967|SONG003967	|	PER000094|PER000094	SRC0001|SRC0001
vaya con dios	2	possible_true_duplicate_same_entity	REC005259|REC005260	Vaya Con Dios|Vaya Con Dios	SONG003968|SONG003968	|	PER000225|PER000225	SRC0001|SRC0001
ven	2	likely_legitimate_same_title_different_artist	REC005266|REC005267	Ven|Ven	SONG003974|SONG003974	GRP0069|	|PER000089	SRC0001|SRC0001
vengan canciones	2	possible_true_duplicate_same_entity	REC005275|REC005276	Vengan Canciones|Vengan Canciones	SONG003982|SONG003982	|	PER000058|PER000058	SRC0001|SRC0001
verdad que te ha dolido	2	possible_true_duplicate_same_entity	REC005286|REC005287	Verdad Que Te Ha Dolido|Verdad Que Te Ha Dolido	SONG003990|SONG003990	|	PER000031|PER000031	SRC0001|SRC0001
vete por favor	2	likely_legitimate_same_title_different_artist	REC005291|REC005292	Vete Por Favor|Vete Por Favor	SONG003994|SONG003994	|	PER000262|PER000052	SRC0001|SRC0001
viaje a la luna	2	likely_legitimate_same_title_different_artist	REC005293|REC005294	Viaje A La Luna|Viaje A La Luna	SONG003995|SONG003995	GRP0196|	|PER000099	SRC0001|SRC0001
vidas distintas	2	possible_true_duplicate_same_entity	REC005299|REC005300	Vidas Distintas|Vidas Distintas	SONG004000|SONG004000	|	PER000217|PER000217	SRC0001|SRC0001
vieja cruz	2	likely_legitimate_same_title_different_artist	REC005304|REC005305	Vieja Cruz|Vieja Cruz	SONG004004|SONG004004	|	PER000129|PER000107	SRC0001|SRC0001
vieja luna	2	likely_legitimate_same_title_different_artist	REC005307|REC005709	Vieja Luna|Vieja Luna	SONG004006|SONG004006	|	PER000249|PER000001	SRC0001|SRC0003
viejos amigos	2	possible_true_duplicate_same_entity	REC005312|REC005313	Viejos Amigos|Viejos Amigos	SONG004011|SONG004011	|	PER000225|PER000225	SRC0001|SRC0001
violetas imperiales	2	likely_legitimate_same_title_different_artist	REC005316|REC005317	Violetas Imperiales|Violetas Imperiales	SONG004014|SONG004014	|	|PER000177	SRC0001|SRC0001
vive feliz	2	likely_legitimate_same_title_different_artist	REC005333|REC005334	Vive Feliz|Vive Feliz	SONG004027|SONG004027	|	|PER000052	SRC0001|SRC0001
vuela paloma	2	likely_legitimate_same_title_different_artist	REC005349|REC005350	Vuela Paloma|Vuela Paloma	SONG004042|SONG004042	|GRP0126	PER000117|	SRC0001|SRC0001
vuelve	2	possible_true_duplicate_same_entity	REC005353|REC005354	Vuelve|Vuelve	SONG004045|SONG004045	|	PER000127|PER000127	SRC0001|SRC0001
vuelve a mi	2	possible_true_duplicate_same_entity	REC005355|REC005356	Vuelve A Mi|Vuelve A Mi	SONG004046|SONG004046	GRP0106|GRP0106	|	SRC0001|SRC0001
vuelve a ser mia	2	possible_true_duplicate_same_entity	REC005357|REC005358	Vuelve A Ser Mia|Vuelve A Ser Mia	SONG004047|SONG004047	|	PER000262|PER000262	SRC0001|SRC0001
y que movida	2	possible_true_duplicate_same_entity	REC005375|REC005376	Y Que Movida|Y Que Movida	SONG004059|SONG004059	|	PER000174|PER000174	SRC0001|SRC0001
ya no llores	2	likely_legitimate_same_title_different_artist	REC005406|REC005407	Ya No Llores|Ya No Llores	SONG004084|SONG004084	|	PER000107|	SRC0001|SRC0001
ya no te quiero	2	likely_legitimate_same_title_different_artist	REC005419|REC005420	Ya No Te Quiero|Ya No Te Quiero	SONG004096|SONG004096	|	PER000225|PER000210	SRC0001|SRC0001
ya perdi la esperanza	2	likely_legitimate_same_title_different_artist	REC005424|REC005425	Ya Perdi La Esperanza|Ya Perdi La Esperanza	SONG004100|SONG004100	|GRP0071	PER000141|	SRC0001|SRC0001
yo me muero donde quiera	2	possible_true_duplicate_same_entity	REC005450|REC005451	Yo Me Muero Donde Quiera|Yo Me Muero Donde Quiera	SONG004123|SONG004123	|	PER000149|PER000149	SRC0001|SRC0001
yo no se por que	2	possible_true_duplicate_same_entity	REC005455|REC005456	Yo No Se Por Que|Yo No Se Por Que	SONG004127|SONG004127	|	|	SRC0001|SRC0001
yo quisiera senor locutor	2	same_entity_different_song_links	REC005463|REC005464	Yo Quisiera Señor Locutor|Yo Quisiera, Señor Locutor	SONG004134|SONG004135	|	PER000274|PER000274	SRC0001|SRC0001
yo tambien soy mexicano	2	likely_legitimate_same_title_different_artist	REC005479|REC005480	Yo Tambien Soy Mexicano|Yo Tambien Soy Mexicano	SONG004150|SONG004150	|	PER000115|PER000008	SRC0001|SRC0001
yo te quise	2	possible_true_duplicate_same_entity	REC005483|REC005484	Yo Te Quise|Yo Te Quise	SONG004153|SONG004153	|	PER000225|PER000225	SRC0001|SRC0001
zenaida	2	likely_legitimate_same_title_different_artist	REC005499|REC005500	Zenaida|Zenaida	SONG004164|SONG004164	|	|PER000107	SRC0001|SRC0001
zenaida ingrata	2	likely_legitimate_same_title_different_artist	REC005501|REC005502	Zenaida Ingrata|Zenaida Ingrata	SONG004165|SONG004165	|	|PER000052	SRC0001|SRC0001
grito vagabundo	2	likely_legitimate_same_title_different_artist	REC005543|REC005678	Grito Vagabundo|Grito Vagabundo	SONG004201|SONG004201	GRP0256|	|	SRC0002|SRC0002
los sabanales	2	possible_true_duplicate_same_entity	REC005570|REC005589	Los Sabanales|Los Sabanales	SONG004225|SONG004225	GRP0088|GRP0088	|	SRC0002|SRC0002
el bailador	2	likely_legitimate_same_title_different_artist	REC005577|REC005635	El Bailador|El Bailador	SONG004232|SONG004232	GRP0088|	|	SRC0002|SRC0002
huri	2	possible_true_duplicate_same_entity	REC005591|REC005609	Huri|Huri	SONG004245|SONG004245	|	|	SRC0002|SRC0002
la boquitrompona	2	likely_legitimate_same_title_different_artist	REC005637|REC005665	La Boquitrompona|La Boquitrompona	SONG004279|SONG004279	|GRP0276	|	SRC0002|SRC0002
el hijo ausente	2	possible_true_duplicate_same_entity	REC005674|REC005693	El Hijo Ausente|El Hijo Ausente	SONG004313|SONG004313	|	|	SRC0002|SRC0002
aires de navidad	2	likely_legitimate_same_title_different_artist	REC005677|REC005739	Aires de Navidad|Aires de Navidad	SONG004316|SONG004316	GRP0259|	|	SRC0002|SRC0003
mi gente	2	likely_legitimate_same_title_different_artist	REC005721|REC005858	Mi Gente|Mi Gente	SONG004355|SONG004355	GRP0279|	|PER000334	SRC0003|SRC0003
franqueza cruel	2	likely_legitimate_same_title_different_artist	REC005755|REC005820	Franqueza Cruel|Franqueza Cruel	SONG004387|SONG004387	|	|PER000333	SRC0003|SRC0003
eso es el guaguanco	2	likely_legitimate_same_title_different_artist	REC005756|REC005821	Eso Es El Guaguancó|Eso Es El Guaguancó	SONG004388|SONG004388	|	|PER000333	SRC0003|SRC0003
mano caliente	2	likely_legitimate_same_title_different_artist	REC005757|REC005822	Mano Caliente|Mano Caliente	SONG004389|SONG004389	|	|PER000333	SRC0003|SRC0003
pienso en ti	2	likely_legitimate_same_title_different_artist	REC005758|REC005823	Pienso En Ti|Pienso En Ti	SONG004390|SONG004390	|	|PER000333	SRC0003|SRC0003
medianoche y sol	2	likely_legitimate_same_title_different_artist	REC005759|REC005824	Medianoche Y Sol|Medianoche Y Sol	SONG004391|SONG004391	|	|PER000333	SRC0003|SRC0003
poema de otono	2	likely_legitimate_same_title_different_artist	REC005760|REC005825	Poema De Otoño|Poema De Otoño	SONG004392|SONG004392	|	|PER000333	SRC0003|SRC0003
los entierros	2	likely_legitimate_same_title_different_artist	REC005761|REC005826	Los Entierros|Los Entierros	SONG004393|SONG004393	|	|PER000333	SRC0003|SRC0003
estampa marina	2	likely_legitimate_same_title_different_artist	REC005762|REC005827	Estampa Marina|Estampa Marina	SONG004394|SONG004394	|	|PER000333	SRC0003|SRC0003
cualquier cosa	2	likely_legitimate_same_title_different_artist	REC005763|REC005828	Cualquier Cosa|Cualquier Cosa	SONG004395|SONG004395	|	|PER000333	SRC0003|SRC0003
con mis memorias	2	likely_legitimate_same_title_different_artist	REC005764|REC005829	Con Mis Memorias|Con Mis Memorias	SONG004396|SONG004396	|	|PER000333	SRC0003|SRC0003
lucero	2	likely_legitimate_same_title_different_artist	REC005765|REC005830	Lucero|Lucero	SONG004397|SONG004397	|	|PER000333	SRC0003|SRC0003
lamento guajiro	2	likely_legitimate_same_title_different_artist	REC005766|REC005831	Lamento Guajiro|Lamento Guajiro	SONG004398|SONG004398	|	|PER000333	SRC0003|SRC0003
tiempo muerto	2	likely_legitimate_same_title_different_artist	REC005767|REC005832	Tiempo Muerto|Tiempo Muerto	SONG004399|SONG004399	|	|PER000333	SRC0003|SRC0003
asi soy	2	likely_legitimate_same_title_different_artist	REC005768|REC005833	Así Soy|Así Soy	SONG004400|SONG004400	|	|PER000333	SRC0003|SRC0003
desahogo	2	likely_legitimate_same_title_different_artist	REC005769|REC005834	Desahogo|Desahogo	SONG004401|SONG004401	|	|PER000333	SRC0003|SRC0003
comadrita	2	likely_legitimate_same_title_different_artist	REC005770|REC005843	Comadrita|Comadrita	SONG004402|SONG004402	|	|PER000333	SRC0003|SRC0003
mapeye	2	likely_legitimate_same_title_different_artist	REC005771|REC005844	Mapeyé|Mapeyé	SONG004403|SONG004403	|	|PER000333	SRC0003|SRC0003
me la gozo entera	2	likely_legitimate_same_title_different_artist	REC005772|REC005845	Me La Gozo Entera|Me La Gozo Entera	SONG004404|SONG004404	|	|PER000333	SRC0003|SRC0003
aleluya de los campos	2	likely_legitimate_same_title_different_artist	REC005773|REC005846	Aleluya De Los Campos|Aleluya De Los Campos	SONG004405|SONG004405	|	|PER000333	SRC0003|SRC0003
pa la gente panamena	2	likely_legitimate_same_title_different_artist	REC005774|REC005847	Pa’ La Gente Panameña|Pa’ La Gente Panameña	SONG004406|SONG004406	|	|PER000333	SRC0003|SRC0003
manana boricua	2	likely_legitimate_same_title_different_artist	REC005775|REC005848	Mañana Boricua|Mañana Boricua	SONG004407|SONG004407	|	|PER000333	SRC0003|SRC0003
la fiesta	2	likely_legitimate_same_title_different_artist	REC005776|REC005849	La Fiesta|La Fiesta	SONG004408|SONG004408	|	|PER000333	SRC0003|SRC0003
a las alegres campanas	2	likely_legitimate_same_title_different_artist	REC005777|REC005851	A Las Alegres Campanas|A Las Alegres Campanas	SONG004409|SONG004409	|	|PER000333	SRC0003|SRC0003
felicidades	2	likely_legitimate_same_title_different_artist	REC005778|REC005852	Felicidades|Felicidades	SONG004410|SONG004410	|	|PER000333	SRC0003|SRC0003
juan albanil	2	likely_legitimate_same_title_different_artist	REC005779|REC005835	Juan Albañil|Juan Albañil	SONG004411|SONG004411	|	|PER000333	SRC0003|SRC0003
sobre una tumba humilde	2	likely_legitimate_same_title_different_artist	REC005780|REC005836	Sobre Una Tumba Humilde|Sobre Una Tumba Humilde	SONG004412|SONG004412	|	|PER000333	SRC0003|SRC0003
lamentacion campesina	2	likely_legitimate_same_title_different_artist	REC005781|REC005837	Lamentación Campesina|Lamentación Campesina	SONG004413|SONG004413	|	|PER000333	SRC0003|SRC0003
amada mia	2	likely_legitimate_same_title_different_artist	REC005782|REC005838	Amada Mia|Amada Mia	SONG004414|SONG004414	|	|PER000333	SRC0003|SRC0003
sali porque sali	2	likely_legitimate_same_title_different_artist	REC005783|REC005839	Salí Porque Salí|Salí Porque Salí	SONG004415|SONG004415	|	|PER000333	SRC0003|SRC0003
noche sensacional	2	likely_legitimate_same_title_different_artist	REC005784|REC005840	Noche Sensacional|Noche Sensacional	SONG004416|SONG004416	|	|PER000333	SRC0003|SRC0003
castillos de arena	2	likely_legitimate_same_title_different_artist	REC005785|REC005841	Castillos De Arena|Castillos De Arena	SONG004417|SONG004417	|	|PER000333	SRC0003|SRC0003
cuento numero uno	2	likely_legitimate_same_title_different_artist	REC005786|REC005842	Cuento Número Uno|Cuento Número Uno	SONG004418|SONG004418	|	|PER000333	SRC0003|SRC0003
asi se compone un son	2	likely_legitimate_same_title_different_artist	REC005787|REC005868	Así Se Compone Un Son|Así Se Compone Un Son	SONG004419|SONG004419	|	|PER000335	SRC0003|SRC0003
nicolas	2	likely_legitimate_same_title_different_artist	REC005788|REC005869	Nicolás|Nicolás	SONG004420|SONG004420	|	|PER000335	SRC0003|SRC0003
salvame	2	likely_legitimate_same_title_different_artist	REC005789|REC005870	Sálvame|Sálvame	SONG004421|SONG004421	|	|PER000335	SRC0003|SRC0003
ahora si	2	likely_legitimate_same_title_different_artist	REC005790|REC005871	Ahora Sí|Ahora Sí	SONG004422|SONG004422	|	|PER000335	SRC0003|SRC0003
me voy pa colombia	2	likely_legitimate_same_title_different_artist	REC005791|REC005872	Me Voy Pa' Colombia|Me Voy Pa' Colombia	SONG004423|SONG004423	|	|PER000335	SRC0003|SRC0003
cuidate bien	2	likely_legitimate_same_title_different_artist	REC005792|REC005873	Cuídate Bien|Cuídate Bien	SONG004424|SONG004424	|	|PER000335	SRC0003|SRC0003
mulence	2	likely_legitimate_same_title_different_artist	REC005793|REC005874	Mulence|Mulence	SONG004425|SONG004425	|	|PER000335	SRC0003|SRC0003
las cuarentas	2	likely_legitimate_same_title_different_artist	REC005794|REC005875	Las Cuarentas|Las Cuarentas	SONG004426|SONG004426	|	|PER000335	SRC0003|SRC0003
sonerito	2	likely_legitimate_same_title_different_artist	REC005795|REC005876	Sonerito|Sonerito	SONG004427|SONG004427	|	|PER000335	SRC0003|SRC0003
ahora que estoy sabroso	2	likely_legitimate_same_title_different_artist	REC005796|REC005877	Ahora Que Estoy Sabroso|Ahora Que Estoy Sabroso	SONG004428|SONG004428	|	|PER000335	SRC0003|SRC0003
la cosa no es como antes	2	likely_legitimate_same_title_different_artist	REC005797|REC005878	La Cosa No Es Como Antes|La Cosa No Es Como Antes	SONG004429|SONG004429	|	|PER000335	SRC0003|SRC0003
puerto abandonado	2	likely_legitimate_same_title_different_artist	REC005798|REC005879	Puerto Abandonado|Puerto Abandonado	SONG004430|SONG004430	|	|PER000335	SRC0003|SRC0003
yo no me quejo	2	likely_legitimate_same_title_different_artist	REC005799|REC005880	Yo no Me Quejo|Yo no Me Quejo	SONG004431|SONG004431	|	|PER000335	SRC0003|SRC0003
cipriano armenteros	2	likely_legitimate_same_title_different_artist	REC005800|REC005881	Cipriano Armenteros|Cipriano Armenteros	SONG004432|SONG004432	|	|PER000335	SRC0003|SRC0003
madre	2	likely_legitimate_same_title_different_artist	REC005801|REC005882	Madre|Madre	SONG004433|SONG004433	|	|PER000335	SRC0003|SRC0003
en mi viejo san juan	2	likely_legitimate_same_title_different_artist	REC005803|REC005884	En Mi Viejo San Juan|En Mi Viejo San Juan	SONG004435|SONG004435	|	|PER000335	SRC0003|SRC0003
hay craneo	2	likely_legitimate_same_title_different_artist	REC005804|REC005818	Hay Craneo|Hay Craneo	SONG004436|SONG004436	|GRP0280	|	SRC0003|SRC0003
cuando te vea	2	likely_legitimate_same_title_different_artist	REC005805|REC005815	Cuando Te Vea|Cuando Te Vea	SONG004437|SONG004437	|GRP0280	|	SRC0003|SRC0003
esperame en el cielo	2	likely_legitimate_same_title_different_artist	REC005806|REC005816	Espérame En El Cielo|Espérame En El Cielo	SONG004438|SONG004438	|GRP0280	|	SRC0003|SRC0003
